
A New Guide To Italian Cinema,"Carlo Celli, Marga Cottino-Jones,",Palgrave Macmillan,2007,english,PDF, 2.09 MB
The cinema of Tarkovsky : labyrinths of space and time,"Nariman Skakov.,",I.B. Tauris,2012,english,EPUB, 3.18 MB
El Cine Segun Hitchcock (Libro Practico Y Aficiones),"Francois Truffaut,",,2005,spanish,PDF, 13.86 MB
伟大的电影,"[美] 罗杰·伊伯特,",广西师范大学出版社,2012,chinese,EPUB, 3.55 MB
Grammar of the Shot,"Christopher J. Bowen,",Routledge,2018,english,PDF, 16.68 MB
How Not to Make a Short Film: Secrets from a Sundance Programmer,"Roberta Marie Munroe,",Hyperion - Acquired Assets,2009,english,PDF, 2.00 MB
Kazan on Directing,"Elia Kazan, John Lahr, Martin Scorsese,",Anchor,2009,english,EPUB, 6.71 MB
The Cinema of Cruelty: From Buñuel to Hitchcock,"André Bazin, Francois Truffaut,",Arcade Publishing,2013,english,EPUB, 1.00 MB
Studying Sound,"Karen Collins,",MIT Press,2020,english,EPUB, 3.03 MB
Nightmare Movies: Horror on Screen Since the 1960s,"Kim Newman,",Bloomsbury USA,2011,english,EPUB, 1.78 MB
On the History of Film Style,"David Bordwell,",Harvard University Press,1998,english,PDF, 87.02 MB
"Quentin Tarantino: Interviews, Revised and Updated","Gerald Peary,",University Press of Mississippi,2013,english,EPUB, 318 KB
The Art of the Ridiculous Sublime: On David Lynch's Lost Highway,"Slavoj Zizek,",University of Washington Press,2000,english,PDF, 187 KB
The Films of Federico Fellini,"Peter Bondanella,",Cambridge University Press,2002,english,PDF, 3.90 MB
电影批评,"戴锦华,",北京大学出版社,2004,chinese,PDF, 22.49 MB
"Transcendental Style in Film: Ozu, Bresson, Dreyer","Paul Schrader,",University of California Press,2018,english,PDF, 126.99 MB
世界电影史（影印第2版）,"[美]大卫•波德维尔 & [美]克里斯汀•汤普森 [[美]大卫•波德维尔],",世界图书出版公司·后浪出版公司,2012,chinese,EPUB, 42.86 MB
Avengers Assemble!: Critical Perspectives on the Marvel Cinematic Universe,"Terence McSweeney,",Wallflower Press,27,english,EPUB, 4.22 MB
"The Making of Star Wars: The Empire Strikes Back, Enhanced Edition","J. W. Rinzler,",Del Rey,2013,english,EPUB, 545.14 MB
The Film Experience: An Introduction,"Timothy Corrigan, Patricia White,",Bedford/St. Martin's,2012,english,PDF, 53.02 MB
L’occhio del regista. 25 lezioni dei maestri del cinema contemporaneo,"Laurent Tirard (a cura di),",Minimum Fax,2017,italian,EPUB, 531 KB
The Great Movies III,"Roger Ebert,",University Of Chicago Press,2010,english,PDF, 9.12 MB
Inglorious Basterds (screenplay),"Tarantino, Quentin,","Little, Brown and Company",2009,english,EPUB, 381 KB
"Color Grading 101: Getting Started Color Grading for Editors, Cinematographers, Directors, and Aspiring Colorists","Charles Haine,",Routledge,2019,english,PDF, 31.85 MB
哈利·波特百科全书,"哈利·波特百科全书编委会,",,2011,chinese,EPUB, 15.46 MB
摩登家庭Modern Family（中英对照）台词全十一季,"Steven Levitan，Christopher Lloyd,",,,english,MOBI , 18.71 MB
大师镜头（第一卷）：低成本拍大片的100个高级技巧（第2版）,"肯沃斯 (Christopher Kenworthy),",电子工业出版社,2013,chinese,EPUB, 18.35 MB
The Essentials: 52 Must-See Movies and Why They Matter,"Jeremy Arnold,",Running Press,2016,english,EPUB, 72.91 MB
Introduction to Cinematography: Learning Through Practice,"Tania Hoser,",Routledge,2018,english,PDF, 211.28 MB
The Screenwriter’s Bible,"Trottier D.,",,,english,PDF, 4.85 MB
Behind the Pink Curtain: The Complete History of Japanese Sex Cinema,"Jasper Sharp,",FAB Press,2008,english,PDF, 364.83 MB
What Is Japanese Cinema? A History,"Philip Kaffen,",Columbia University Press,2019,english,EPUB, 10.55 MB
The Making of Avatar,"Fitzpatrick, Lisa, Cameron, James, Duncan, Jody,",Abrams,2010,english,PDF, 911.23 MB
The Secret History of Twin Peaks,"Frost, Mark,",Flatiron Books,2016,english,EPUB, 17.60 MB
Digital Cinematography and directing,"Dan Ablan,",New Readers,2010,english,PDF, 145.12 MB
Ozu and the Poetics of Cinema,"David Bordwell,",BFI Publishing,1988,english,PDF, 53.11 MB
世界电影史（第二版）,"[美]大卫·波德维尔 / 克里斯汀·汤普森,",北京大学出版社,2014,chinese,PDF, 4.42 MB
Screenplay: The Foundations of Screenwriting,"Syd Field,",Delta,2005,english,EPUB, 1.37 MB
Esoteric Hollywood,"Jay Dyer,",,,,PDF, 35.04 MB
"The Making of Star Wars, Enhanced Edition","J. W. Rinzler,",Del Rey,2013,english,EPUB, 519.76 MB
What They Don't Teach You at Film School: 140 Strategies to Making Your Own Movie No Matter What,"Camille Landau, Tiare White,",Hyperion,2000,english,PDF, 16.11 MB
The DSLR Filmmaker's Handbook: Real-World Production Techniques,"Barry Andersson,",Sybex,2015,english,PDF, 80.70 MB
Hitchcock (Revised Edition),"Helen G. Scott, Francois Truffaut,",Simon & Schuster,1985,english,PDF, 65.52 MB
打草稿  编剧思维训练表=The screenplay workbook the writing before the writing,"（美）杰里米?鲁滨逊，汤姆?蒙戈万著,",,,,PDF, 35.02 MB
Problems of Film Direction,"Sergei Eisenstein,",University Press of the Pacific,2004,english,PDF, 4.07 MB
影视视听语言.第2版,"张菁，关玲,",中国传媒大学出版社,,chinese,PDF, 56.43 MB
世界电影史,"乔治·萨杜尔,",中国电影出版社,2000,chinese,PDF, 4.24 MB
The Philosophy of David Lynch (The Philosophy of Popular Culture)  ,"William J. Devlin, Shai Biderman,",The University Press of Kentucky,2011,english,PDF, 1022 KB
"The Nolan Variations: The Movies, Mysteries, and Marvels of Christopher Nolan","Tom Shone,",Knopf Doubleday Publishing Group,2020,english,EPUB, 207.43 MB
Title,Author(s),Language,Publisher,Publish Year,File Size,File Format
The Film Book,"Ronald Bergan,",DK ADULT,2011,english,PDF, 29.78 MB
The Films of Akira Kurosawa,"Donald Richie,",University of California Press,1971,english,PDF, 33.53 MB
"Cinematography: Theory and Practice, Second Edition: Image Making for Cinematographers and Directors  ","Blain Brown,",Focal Press,2011,english,PDF, 24.69 MB
好莱坞电影: 美国电影工业发展史,"理查德·麦特白,",华夏出版社,2011,chinese,PDF, 95.33 MB
Feminist Film Theory. A Reader,"Sue Thornham,",Edinburgh University Press,1999,english,PDF, 1.98 MB
The Films of Jean-Luc Godard: Seeing the Invisible (Cambridge Film Classics),"David Sterritt,",Cambridge University Press,1999,english,PDF, 24.56 MB
Sound Design,"David Sonnenschein,",Michael Wiese Productions,2001,english,PDF, 13.36 MB
"Master Shots Vol 3: The Director’s Vision: 100 Setups, Scenes and Moves for Your Breakthrough Movie","Christopher Kenworthy,",Michael Wiese Productions,2013,english,EPUB, 4.70 MB
A Companion to Film Noir,"Andrew Spicer, Helen Hanson,",Wiley-Blackwell,2013,english,PDF, 4.69 MB
A New History of Documentary Film: Second Edition,"Betsy A. McLane,",Bloomsbury Academic,2012,english,PDF, 6.38 MB
"The Making of Star Wars: Return of the Jedi, Enhanced Edition","J. W. Rinzler,",Del Rey,2013,english,EPUB, 426.34 MB
"Storyboarding Essentials - How to Translate Your Story to the Screen for Film, TV, and Other Media","David Harland Rousseau, Benjamin Reid Philips,","Watson-Guptill, Potter/TenSpeed/Harmony",2013,english,EPUB, 46.09 MB
The Story of Film,"Mark Cousins,",Pavilion,2013,english,EPUB, 5.96 MB
"The Essay Film: Dialogue, Politics, Utopia","Elizabeth Papazian, Caroline Eades,",Wallflower Press,2016,english,PDF, 11.45 MB
The James Bond Movie Encyclopedia,"Steven Jay Rubin,",Chicago Review Press,2021,english,EPUB, 18.91 MB
The Rough Guide to Comedy Movies 1,"Rough Guides,",Rough Guides,2005,english,PDF, 8.17 MB
Basics Film-Making: The Language of Film,"Robert Edgar-Hunt, John Marland, Steven Rawle,",AVA,2010,english,PDF, 17.31 MB
"The Skin of the Film: Intercultural Cinema, Embodiment, and the Senses","Laura U. Marks,",Duke University Press,2000,english,PDF, 20.32 MB
电影理论读本,"杨远婴,",世界图书出版公司,2012,chinese,PDF, 53.82 MB
The Philosophy of Stanley Kubrick (The Philosophy of Popular Culture)  ,"Jerold J. Abrams,",The University Press of Kentucky,2007,english,PDF, 3.18 MB
场面调度：影像的运动.pdf,"场面调度：影像的运动.pdf,",,,,PDF, 27.21 MB
Como Ver um Filme,"Ana Maria Bahiana,",Ed.Nova Fronteira,2012,portuguese,EPUB, 1.85 MB
"Leave the Gun, Take the Cannoli: The Epic Story of the Making of The Godfather","Mark Seal,",Gallery Books,2021,english,EPUB, 34.09 MB
The Major Film Theories: An Introduction,"J. Dudley Andrew,",Oxford University Press,1976,english,EPUB, 3.15 MB
Sound Design and Science Fiction,"William Whittington,",University of Texas Press,2007,english,PDF, 2.76 MB
电影与新心理学,"莫里斯·梅洛-庞蒂,",商务印书馆,2019,chinese,PDF, 5.59 MB
Babylon Blue: An Illustrated History of Adult Cinema 1960-1998,"David Flint,",Creation Books International,1999,english,PDF, 32.97 MB
Spaceships of Sci-Fi,"Piers Beckley,",Ian Allan Publishing Ltd,2012,english,PDF, 101.69 MB
"Reel to Real: Race, Sex and Class at the Movies","bell hooks,",Routledge (Taylor & Francis),2009,english,PDF, 1.65 MB
骑驴找马——让子弹飞,"姜文等,",长江文艺出版社,2012,chinese,PDF, 97.96 MB
"The Technique of Film & Video Editing: History, Theory, and Practice (6th edition)","Ken Dancyger,",,2019,english,PDF, 9.92 MB
1000 quick writing ideas : a journal and creative writing kit,"Stevan Krajnjan.,",Timesavers for Teachers,,english,PDF, 1.67 MB
American Horror Film: The Genre at the Turn of the Millennium,"Steffen Hantke,",University Press of Mississippi,2010,english,PDF, 2.49 MB
Color Correction Look Book: Creative Grading Techniques for Film and Video,"Alexis Van Hurkman,",Peachpit Press,2013,english,EPUB, 8.64 MB
European Film Theory and Cinema: A Critical Introduction,"Ian Aitken,",Indiana University Press,2002,english,PDF, 1.13 MB
The Rough Guide to Horror Movies,"Alan Jones,",Rough Guides,2005,english,PDF, 10.38 MB
"A Hundred Years of Japanese Film: A Concise History, with a Selective Guide to DVDs and Videos","Donald Richie,",Kodansha USA,2005,english,PDF, 39.11 MB
Blade runner,"Scott Bukatman,",British Film Institute,1997,english,PDF, 6.48 MB
The Art of Avatar,"Lisa Fitzpatrick,",Harry N. Abrams,2009,english,PDF, 23.78 MB
Alfred's Basic Piano Course. Top Hits! Solo Book (Level 4),,,,english,PDF, 1.50 MB
电影艺术：形式与风格  插图第8版,"（美）大卫·波德维尔,",世界图书出版社,,chinese,PDF, 155.48 MB
电影的本性,"[德] 齐格弗里德·克拉考尔,",江苏教育出版社,2006,chinese,PDF, 44.74 MB
"Creative Motion Graphic Titling for Film, Video, and the Web","Yael Braha, Bill Byrne,",Taylor & Francis,2010,english,PDF, 20.03 MB
Japanese Cinema: Film Style and National Character,"Donald Richie,",Doubleday,1971,english,PDF, 16.84 MB
"Sound for Film and Television, Third Edition","Tomlinson Holman,",Routledge,2010,english,PDF, 5.22 MB
European Cinema: Face to Face with Hollywood,"Thomas Elsaesser,",Amsterdam University Press,2005,english,PDF, 8.14 MB
Cinematography,"Patrick Keating,",Rutgers University Press,2014,english,PDF, 5.86 MB
Lacrimae rerum: ensaios sobre cinema moderno,"Slavoj Žižek,",Boitempo Editorial,2009,portuguese,EPUB, 694 KB
影视光线创作,"刘永泗，刘莘莘著,",北京联合出版公司,,chinese,PDF, 225.38 MB
Shoot Like Scorsese,"Kenworthy Christopher,",Michael Wiese Productions,2016,english,EPUB, 5.59 MB
Title,Author(s),Language,Publisher,Publish Year,File Size,File Format
Metropolis (BFI Film Classics),"Thomas Elsaesser,",British Film Institute,2000,english,PDF, 3.22 MB
The Lion King. Piano Solos,"Elton John.,",,,english,PDF, 8.30 MB
A experiência do cinema,"Ismail Xavier,",Paz e Terra,2018,portuguese,EPUB, 1.71 MB
The VES Handbook of Visual Effects: Industry Standard VFX Practices and Procedures,"Jeffrey A. Okun, Susan Zwerman,",Routledge,2021,english,EPUB, 22.56 MB
香港电影的秘密 : 娱乐的艺术 = Planet Hong Kong:Popular Cinema and the Art of Entertainment,"[美] 大卫·波德威尔,",海南出版社,,chinese,PDF, 59.35 MB
Film Noir,"William Luhr(auth.), Barry Keith Grant(eds.),",Wiley-Blackwell,2012,english,PDF, 2.00 MB
Independent Film Producing: How to Produce a Low-Budget Feature Film,"Paul Battista,",Allworth Press,2013,english,EPUB, 793 KB
The Theory and Practice of Motion Design: Critical Perspectives and Professional Practice,"R. Brian Stone, Leah Wahlin,",Routledge,2018,english,EPUB, 17.43 MB
"Shocking Representation: Historical Trauma, National Cinema, and the Modern Horror Film (Film and Culture Series)","Adam Lowenstein,",,2005,english,PDF, 3.58 MB
The 100 Best Movies You've Never Seen,"Richard Crouse,",Ecw Press,2003,english,PDF, 16.47 MB
The Star Wars Album: The Incredible Behind-the-Scenes Story of the Most Extraordinary Motion Picture of Our Time,"Diane Masters Watson (ed.),",Ballantine Books,1978,english,PDF, 23.68 MB
Diccionario técnico Akal de cine,"Ira Konigsberg,",Ediciones AKAL,2004,spanish,PDF, 8.48 MB
Miyazakiworld: A Life in Art,"Napier, Susan,",Yale University Press,2018,english,EPUB, 8.13 MB
好莱坞类型电影,"（美）托马斯·沙茨,","上海：上海人民出版社 , 2009.08",,chinese,PDF, 57.11 MB
"Animation Writing and Development,: From Script Development to Pitch (Focal Press Visual Effects and Animation)","Jean Ann Wright,",Focal Press,2005,english,PDF, 2.95 MB
Directing the Documentary,"Michael Rabiger,",Focal Press,2014,english,EPUB, 19.02 MB
Your Movie Sucks  ,"Roger Ebert,",Andrews McMeel Publishing,2007,english,EPUB, 2.20 MB
Suicide Squad: The Official Movie Novelization,"Wolfman Marv,","Titan, DC",,english,EPUB, 1.69 MB
希区柯克与特吕弗对话录,"特吕弗, François Truffaut，郑克鲁译,",世纪出版集团,2007,,PDF, 36.70 MB
电影与书写札记,"（法）布烈松著  谭家雄  徐昌明译,",,,chinese,PDF, 8.18 MB
"Save The Writing! Developing a Series with Series Bibles: A Production Guide for Writing Series Bibles for TV, Film and Fiction!","Save The Writing 1,",,,english,AZW3 , 219 KB
Weimar Cinema: An Essential Guide to Classic Films of the Era,"Noah Isenberg,",Columbia University Press,2009,english,EPUB, 3.33 MB
A odisseia do cinema brasileiro,"Laurent Desbois,",Companhia das Letras,2016,portuguese,EPUB, 2.81 MB
The Great Movies III  ,"Roger Ebert,",University Of Chicago Press,2010,english,EPUB, 543 KB
The Architecture of Vision: Writings and Interviews on Cinema,"Michelangelo Antonioni,",University Of Chicago Press,2007,english,PDF, 13.94 MB
"Producing and Directing the Short Film and Video, Fourth Edition","Peter W. Rea, David K. Irving,",Focal Press,2010,english,PDF, 26.07 MB
The Address of the Eye: A Phenomenology of Film Experience,"Vivian Sobchack,",Princeton University Press,1991,english,PDF, 11.10 MB
James Bond 007 Collection,"Music from the Films,",,,english,PDF, 2.99 MB
Historia(s) del cine,"Tola Pizarro, Adrián Cangi, Jean-Luc Godard,",Caja Negra,2011,spanish,PDF, 7.66 MB
电影手册,"《电影手册》编写组,","四川大学中文系, 四川省电影发行放映公司",1980,chinese,PDF, 288.23 MB
The Logic of Images: Essays and Conversations,"Wim Wenders, Michael Hofmann,",Faber & Faber,1992,english,PDF, 13.05 MB
"Cinematography: Theory and Practice: For Cinematographers and Directors, 4th Edition","Blain Brown,",Routledge,2022,english,PDF, 144.39 MB
Nightmare Japan: Contemporary Japanese Horror Cinema.,"Jay McRoy,",Rodopi,2007,english,PDF, 4.67 MB
Figures Traced in Light: On Cinematic Staging,"David Bordwell,",University of California Press,2005,english,PDF, 44.24 MB
True Films 2.0: 150 Great Documentaries & Factuals,"Kevin Kelly,",Kevin Kelly,2007,english,PDF, 4.41 MB
Da Criação ao Roteiro - Teoria e Prática,"Doc Comparato,",Summus Editorial,2009,portuguese,EPUB, 1.20 MB
The Art of Pixar: The Complete Color Scripts and Select Art from 25 Years of Animation,"Amid Amidi,",Chronicle Books,2015,english,EPUB, 21.11 MB
"A Cinema of Loneliness: Penn, Stone, Kubrick, Scorsese, Spielberg, Altman","Robert Kolker,",,,,PDF, 4.29 MB
"The Producer's Business Handbook, Third Edition: The Roadmap for the Balanced Film Producer  ","John J. Lee Jr., Anne Marie Gillen,",Focal Press,2010,english,PDF, 2.39 MB
Shoot Like Spielberg,"Christopher Kenworthy,",,2015,english,EPUB, 6.03 MB
The Great Movies IV,"Roger Ebert,",University of Chicago Press,2016,english,EPUB, 665 KB
Historia Freak del Cine. Volumen I,"José Joaquín Barañao,",Planeta,2018,spanish,EPUB, 1.54 MB
Disney - Frozen,,,,english,PDF, 1.05 MB
Hollywood Myths: The Shocking Truths Behind Film's Most Incredible Secrets and Scandals,"Williams, Joe,",MBI;Voyageur Press,2012,english,EPUB, 80.70 MB
Esculpir en el tiempo,"Tarkovski, Andrei,",,1983,spanish,EPUB, 389 KB
The Bare Bones Camera Course for Film and Video,"Tom Schroeppel, Chuck DeLaney,",Allworth Press,2015,english,EPUB, 6.53 MB
Writing the Comedy Movie,"Marc Blake,",Bloomsbury Academic,2016,english,PDF, 2.12 MB
Fandom Unbound: Otaku Culture in a Connected World,"Mizuko Ito, Daisuke Okabe, Izumi Tsuji (editors),",Yale University Press,2012,english,PDF, 5.00 MB
Voice & Vision: A Creative Approach to Narrative Filmmaking,"Mick Hurbis-Cherrier,",Routledge,2018,english,PDF, 118.53 MB
Signs and Meaning in the Cinema,"Peter Wollen,",British Film Institute,2013,english,PDF, 60.84 MB
Title,Author(s),Language,Publisher,Publish Year,File Size,File Format
The Empire Strikes Back Sketchbook,"Joe Johnston, Nilo Rodis-Jamero, Diana Attias,",Ballantine Books,1980,english,PDF, 18.00 MB
"Time within time : the diaries, 1970-1986","by Andrey Tarkovsky.,",Faber and Faber,1994,english,PDF, 47.83 MB
Selling Sex on Screen: From Weimar Cinema to Zombie Porn,"Karen A. Ritzenhoff, Catriona McAvoy,",Rowman & Littlefield Publishers,2015,english,PDF, 6.18 MB
